"IANA_Name","Win_DisplayName","Daylight_Start","Daylight_End","Offset"
"Asia/Novokuznetsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Novosibirsk","(UTC+07:00) Novosibirsk","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 4 of Jul (2016)","-01:00:00"
"Asia/Novosibirsk","(UTC+07:00) Novosibirsk","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Asia/Novosibirsk","(UTC+07:00) Novosibirsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Novosibirsk","(UTC+07:00) Novosibirsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Novosibirsk","(UTC+07:00) Novosibirsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Omsk","(UTC+06:00) Omsk","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Omsk","(UTC+06:00) Omsk","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Omsk","(UTC+06:00) Omsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Omsk","(UTC+06:00) Omsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Omsk","(UTC+06:00) Omsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Oral","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Phnom_Penh","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Asia/Pontianak","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Asia/Pyongyang","(UTC+09:00) Pyongyang","At 03:00 on Monday,Week 1 of Jan (2018)","At 04:00 on Friday,Week 1 of May (2018)","-00:30:00"
"Asia/Pyongyang","(UTC+09:00) Pyongyang","At 03:00 on Sunday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 1 of Jan (2016)","00:00:00"
"Asia/Pyongyang","(UTC+09:00) Pyongyang","At 03:00 on Sunday,Week 1 of Jan (2017)","At 04:00 on Sunday,Week 1 of Jan (2017)","00:00:00"
"Asia/Pyongyang","(UTC+09:00) Pyongyang","At 03:00 on Thursday,Week 1 of Jan (2015)","At 04:00 on Friday,Week 2 of Aug (2015)","00:30:00"
"Asia/Qatar","(UTC+03:00) Kuwait, Riyadh",,,
"Asia/Qostanay","(UTC+06:00) Astana",,,
"Asia/Qyzylorda","(UTC+05:00) Qyzylorda","At 03:00 on Monday,Week 1 of Jan (2018)","At 04:00 on Friday,Week 3 of Dec (2018)","01:00:00"
"Asia/Qyzylorda","(UTC+05:00) Qyzylorda","At 03:00 on Sunday,Week 1 of Jan (0001)","At 04:00 on Sunday,Week 1 of Jan (2017)","00:00:00"
"Asia/Riyadh","(UTC+03:00) Kuwait, Riyadh",,,
"Asia/Sakhalin","(UTC+11:00) Sakhalin","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Mar (2016)","-01:00:00"
"Asia/Sakhalin","(UTC+11:00) Sakhalin","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Asia/Sakhalin","(UTC+11:00) Sakhalin","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Sakhalin","(UTC+11:00) Sakhalin","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Sakhalin","(UTC+11:00) Sakhalin","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Samarkand","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Seoul","(UTC+09:00) Seoul",,,
"Asia/Shanghai","(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",,,
"Asia/Singapore","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Asia/Srednekolymsk","(UTC+11:00) Chokurdakh","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Srednekolymsk","(UTC+11:00) Chokurdakh","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Srednekolymsk","(UTC+11:00) Chokurdakh","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Srednekolymsk","(UTC+11:00) Chokurdakh","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Srednekolymsk","(UTC+11:00) Chokurdakh","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Taipei","(UTC+08:00) Taipei",,,
"Asia/Tashkent","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Tbilisi","(UTC+04:00) Tbilisi",,,
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Friday,Week 3 of Mar (2008)","At 04:00 on Saturday,Week 3 of Sep (2008)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Friday,Week 4 of Mar (2013)","At 04:00 on Saturday,Week 3 of Sep (2013)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Friday,Week 4 of Mar (2019)","At 04:00 on Saturday,Week 3 of Sep (2019)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Monday,Week 3 of Mar (2016)","At 04:00 on Tuesday,Week 3 of Sep (2016)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Monday,Week 4 of Mar (2010)","At 04:00 on Tuesday,Week 3 of Sep (2010)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Monday,Week 4 of Mar (2021)","At 04:00 on Tuesday,Week 3 of Sep (2021)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Saturday,Week 3 of Mar (2020)","At 04:00 on Sunday,Week 3 of Sep (2020)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Saturday,Week 4 of Mar (2014)","At 04:00 on Sunday,Week 3 of Sep (2014)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Sunday,Week 3 of Mar (0001)","At 04:00 on Monday,Week 3 of Sep (2004)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Sunday,Week 4 of Mar (2009)","At 04:00 on Monday,Week 3 of Sep (2009)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Sunday,Week 4 of Mar (2015)","At 04:00 on Monday,Week 3 of Sep (2015)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Thursday,Week 3 of Mar (2024)","At 04:00 on Friday,Week 3 of Sep (9999)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Thursday,Week 4 of Mar (2018)","At 04:00 on Friday,Week 3 of Sep (2018)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Tuesday,Week 4 of Mar (2005)","At 04:00 on Wednesday,Week 3 of Sep (2005)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Tuesday,Week 4 of Mar (2011)","At 04:00 on Wednesday,Week 3 of Sep (2011)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Tuesday,Week 4 of Mar (2022)","At 04:00 on Wednesday,Week 3 of Sep (2022)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Wednesday,Week 3 of Mar (2012)","At 04:00 on Thursday,Week 3 of Sep (2012)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Wednesday,Week 4 of Mar (2017)","At 04:00 on Thursday,Week 3 of Sep (2017)","01:00:00"
"Asia/Tehran","(UTC+03:30) Tehran","At 03:00 on Wednesday,Week 4 of Mar (2023)","At 04:00 on Thursday,Week 3 of Sep (2023)","01:00:00"
"Asia/Thimphu","(UTC+06:00) Dhaka","At 03:00 on Friday,Week 3 of Jun (2009)","At 04:00 on Thursday,Week 5 of Dec (2009)","01:00:00"
"Asia/Tokyo","(UTC+09:00) Osaka, Sapporo, Tokyo",,,
"Asia/Tomsk","(UTC+07:00) Tomsk","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of May (2016)","-01:00:00"
"Asia/Tomsk","(UTC+07:00) Tomsk","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Asia/Tomsk","(UTC+07:00) Tomsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Tomsk","(UTC+07:00) Tomsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Tomsk","(UTC+07:00) Tomsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Ulaanbaatar","(UTC+08:00) Ulaanbaatar","At 03:00 on Saturday,Week 5 of Mar (2015)","At 04:00 on Friday,Week 5 of Sep (2015)","01:00:00"
"Asia/Ulaanbaatar","(UTC+08:00) Ulaanbaatar","At 03:00 on Saturday,Week 5 of Mar (2016)","At 04:00 on Friday,Week 4 of Sep (2016)","01:00:00"
"Asia/Ust-Nera","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Ust-Nera","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Ust-Nera","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Ust-Nera","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Ust-Nera","(UTC+10:00) Vladivostok","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Vientiane","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Asia/Vladivostok","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Vladivostok","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Vladivostok","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Vladivostok","(UTC+10:00) Vladivostok","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Vladivostok","(UTC+10:00) Vladivostok","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Yakutsk","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Yakutsk","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Yakutsk","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Yakutsk","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Yakutsk","(UTC+09:00) Yakutsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Yangon","(UTC+06:30) Yangon (Rangoon)",,,
"Asia/Yekaterinburg","(UTC+05:00) Ekaterinburg","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Yekaterinburg","(UTC+05:00) Ekaterinburg","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Yekaterinburg","(UTC+05:00) Ekaterinburg","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Yekaterinburg","(UTC+05:00) Ekaterinburg","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Yekaterinburg","(UTC+05:00) Ekaterinburg","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Yerevan","(UTC+04:00) Yerevan","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2011)","01:00:00"
"Atlantic/Azores","(UTC-01:00) Azores","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Atlantic/Bermuda","(UTC-04:00) Atlantic Time (Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"Atlantic/Bermuda","(UTC-04:00) Atlantic Time (Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"Atlantic/Canary","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Atlantic/Cape_Verde","(UTC-01:00) Cabo Verde Is.",,,
"Atlantic/Faroe","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Atlantic/Madeira","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Atlantic/Reykjavik","(UTC+00:00) Monrovia, Reykjavik",,,
"Atlantic/St_Helena","(UTC+00:00) Monrovia, Reykjavik",,,
"Atlantic/Stanley","(UTC-03:00) Cayenne, Fortaleza",,,
"Australia/Adelaide","(UTC+09:30) Adelaide","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Australia/Adelaide","(UTC+09:30) Adelaide","At 03:00 on Sunday,Week 5 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Australia/Brisbane","(UTC+10:00) Brisbane",,,
"Australia/Broken_Hill","(UTC+09:30) Adelaide","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Australia/Broken_Hill","(UTC+09:30) Adelaide","At 03:00 on Sunday,Week 5 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Australia/Currie","(UTC+10:00) Hobart","At 03:00 on Sunday,Week 1 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Australia/Currie","(UTC+10:00) Hobart","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Australia/Darwin","(UTC+09:30) Darwin",,,
"Australia/Eucla","(UTC+08:45) Eucla",,,
"Australia/Hobart","(UTC+10:00) Hobart","At 03:00 on Sunday,Week 1 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Australia/Hobart","(UTC+10:00) Hobart","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Australia/Lindeman","(UTC+10:00) Brisbane",,,
"Australia/Lord_Howe","(UTC+10:30) Lord Howe Island","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","00:30:00"
"Australia/Lord_Howe","(UTC+10:30) Lord Howe Island","At 03:00 on Sunday,Week 5 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2005)","00:30:00"
"Australia/Lord_Howe","(UTC+10:30) Lord Howe Island","At 03:00 on Sunday,Week 5 of Oct (2006)","At 04:00 on Sunday,Week 1 of Apr (2006)","00:30:00"
"Australia/Lord_Howe","(UTC+10:30) Lord Howe Island","At 03:00 on Sunday,Week 5 of Oct (2007)","At 04:00 on Sunday,Week 5 of Mar (2007)","00:30:00"
"Australia/Melbourne","(UTC+10:00) Canberra, Melbourne, Sydney","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Australia/Melbourne","(UTC+10:00) Canberra, Melbourne, Sydney","At 03:00 on Sunday,Week 5 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Australia/Perth","(UTC+08:00) Perth","At 03:00 on Sunday,Week 1 of Dec (2006)","At 04:00 on Sunday,Week 1 of Jan (2006)","01:00:00"
"Australia/Perth","(UTC+08:00) Perth","At 03:00 on Sunday,Week 5 of Oct (2007)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Australia/Perth","(UTC+08:00) Perth","At 03:00 on Sunday,Week 5 of Oct (2008)","At 04:00 on Sunday,Week 5 of Mar (2008)","01:00:00"
"Australia/Perth","(UTC+08:00) Perth","At 03:00 on Thursday,Week 1 of Jan (2009)","At 04:00 on Sunday,Week 5 of Mar (2009)","01:00:00"
"Australia/Sydney","(UTC+10:00) Canberra, Melbourne, Sydney","At 03:00 on Sunday,Week 1 of Oct (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Australia/Sydney","(UTC+10:00) Canberra, Melbourne, Sydney","At 03:00 on Sunday,Week 5 of Oct (0001)","At 04:00 on Sunday,Week 5 of Mar (2007)","01:00:00"
"Etc/GMT-8","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Europe/Amsterdam","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Andorra","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Astrakhan","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Mar (2016)","-01:00:00"
"Europe/Astrakhan","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Europe/Astrakhan","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Astrakhan","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Astrakhan","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Athens","(UTC+02:00) Athens, Bucharest","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Belgrade","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Berlin","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Bratislava","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Brussels","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Bucharest","(UTC+02:00) Athens, Bucharest","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Budapest","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Chisinau","(UTC+02:00) Chisinau","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Copenhagen","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Dublin","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Gibraltar","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Guernsey","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Helsinki","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Isle_of_Man","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Mar (2016)","-01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Monday,Week 5 of Mar (2011)","At 04:00 on Sunday,Week 5 of Oct (2011)","01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Monday,Week 5 of Mar (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Sunday,Week 5 of Mar (2012)","At 04:00 on Sunday,Week 5 of Oct (2012)","01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Sunday,Week 5 of Mar (2013)","At 04:00 on Sunday,Week 5 of Oct (2013)","01:00:00"
"Europe/Istanbul","(UTC+03:00) Istanbul","At 03:00 on Sunday,Week 5 of Mar (2015)","At 04:00 on Sunday,Week 2 of Nov (2015)","01:00:00"
"Europe/Jersey","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Kaliningrad","(UTC+02:00) Kaliningrad","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Europe/Kaliningrad","(UTC+02:00) Kaliningrad","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Europe/Kaliningrad","(UTC+02:00) Kaliningrad","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Kaliningrad","(UTC+02:00) Kaliningrad","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Kaliningrad","(UTC+02:00) Kaliningrad","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Kiev","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Kirov","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Europe/Kirov","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Europe/Kirov","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Kirov","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Kirov","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Lisbon","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Ljubljana","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/London","(UTC+00:00) Dublin, Edinburgh, Lisbon, London","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Luxembourg","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
